,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
503,Basavanagudi,12.9417261,77.5755021,Soho Bar & Grill,12.944685555278602,77.57296676838308,Hookah Bar
504,Basavanagudi,12.9417261,77.5755021,Cafe Mondo,12.939682363892148,77.57759581928839,Café
505,Basavanagudi,12.9417261,77.5755021,Chai Point,12.938621010399673,77.57854709907132,Tea Room
506,Basavanagudi,12.9417261,77.5755021,Tagore Circle Underpass,12.943070211162889,77.57343092206766,Metro Station
507,Basavanagudi,12.9417261,77.5755021,Mysore Mylari Hotel,12.943658887919407,77.5714123142746,Indian Restaurant
508,Basavanagudi,12.9417261,77.5755021,Cafe Chokolade,12.944605756245023,77.57553437758564,Café
509,Basavanagudi,12.9417261,77.5755021,Shiv Sagar,12.944307532099034,77.57273124448047,Indian Restaurant
510,Basavanagudi,12.9417261,77.5755021,Foodworld,12.944636745669152,77.57227936854622,Convenience Store
511,Begur,12.8633887,77.613011205039,SNN Raj Serenity Playground,12.8592446449281,77.61477180176821,Playground
512,Bolare,12.7542986,77.4856295,Surya Sagar Family Restaurant,12.750904,77.485872,Fast Food Restaurant
513,Chamrajpet Bangalore,12.9569966,77.5633682,Davengere Benne Dosa,12.957863336258592,77.56735400148817,Indian Restaurant
514,Chamrajpet Bangalore,12.9569966,77.5633682,BANGARPET PANI PURI,12.955206352914015,77.5645978480224,Fast Food Restaurant
515,Chamrajpet Bangalore,12.9569966,77.5633682,Food World,12.958801802584588,77.5670830068332,Shop & Service
516,Chamrajpet Bangalore,12.9569966,77.5633682,Slv  Fast Food,12.957062426793586,77.56756436012026,Fast Food Restaurant
517,Chamrajpet Bangalore,12.9569966,77.5633682,Ganesh Grand,12.961309,77.562301,Vegetarian / Vegan Restaurant
518,"Chandapura,Chandapura",12.8004439,77.7062826,Lakshmi Kerala Mess,12.800347328186035,77.70655822753906,Restaurant
519,"Chandapura,Chandapura",12.8004439,77.7062826,Highway hotel,12.802387360921378,77.70350909621962,Asian Restaurant
520,Chickpet,12.9680027,77.578642,Lakshmi Nataraj Refreshments,12.967475971604863,77.57946797795475,South Indian Restaurant
521,Chickpet,12.9680027,77.578642,Nagarathpeth,12.96758241399591,77.57936247296446,Miscellaneous Shop
522,Chickpet,12.9680027,77.578642,Taj Restaurant,12.964279070528265,77.57809205216282,Middle Eastern Restaurant
523,Chickpet,12.9680027,77.578642,Chickpet Metro Station,12.966987,77.57484,Metro Station
524,Chickpet,12.9680027,77.578642,Narayan Idly,12.964024421288924,77.57800810314914,Food Truck
525,Chikkalasandra,12.9121916,77.5476337,Kanti Sweets,12.911081427702225,77.55168981800485,Bakery
526,Chikkalasandra,12.9121916,77.5476337,Domino's Pizza,12.91090105570454,77.55144764757166,Pizza Place
527,Chikkalasandra,12.9121916,77.5476337,Masala,12.910110301321483,77.5507309731067,Indian Restaurant
528,Chikkalasandra,12.9121916,77.5476337,Dorekere,12.914244743266355,77.54850110881678,Lake
529,Chikkalasandra,12.9121916,77.5476337,Kaggis Bake Shop,12.909197563109,77.54932427943118,Bakery
530,Chikkalasandra,12.9121916,77.5476337,Shanti Sagar,12.908890290181773,77.5488037865357,Indian Restaurant
531,Chikkalasandra,12.9121916,77.5476337,Janatha Hotel,12.910298954490681,77.55082871120368,Indian Restaurant
532,Chikkalasandra,12.9121916,77.5476337,new biriyani mane,12.910917587342801,77.55115241803642,Indian Restaurant
533,Chikkalasandra,12.9121916,77.5476337,fitness cube,12.910351753234863,77.551025390625,Gym
534,Chikkalasandra,12.9121916,77.5476337,More 4 U,12.908711098118479,77.54975852500898,Department Store
535,Deepanjalinagar,12.95062355,77.5365537699925,Deepanjali Nagar,12.95161427632939,77.53726870395408,Travel & Transport
536,Deepanjalinagar,12.95062355,77.5365537699925,Deepanjali Nagar Metro Station,12.952166,77.5369,Metro Station
537,Deepanjalinagar,12.95062355,77.5365537699925,Axis Bank ATM,12.94866,77.53555,ATM
538,Dharmaram College,12.93384145,77.6042030651392,Subway,12.93195197656508,77.60265845085868,Sandwich Place
539,Dharmaram College,12.93384145,77.6042030651392,Savoury - Sea Shell,12.931067881884688,77.60079932275238,Middle Eastern Restaurant
540,Dharmaram College,12.93384145,77.6042030651392,Cafe Aloha,12.9356509603896,77.60807832349703,Café
541,Dharmaram College,12.93384145,77.6042030651392,Cafe Coffee Day,12.931664108043531,77.6010274887085,Coffee Shop
542,Dharmaram College,12.93384145,77.6042030651392,Vishnupriya Veg,12.935866248826903,77.60786763103908,Indian Restaurant
543,Dharmaram College,12.93384145,77.6042030651392,Malabar Bay,12.935272605914147,77.60761824581886,Kerala Restaurant
544,Dharmaram College,12.93384145,77.6042030651392,Domino's Pizza,12.935511415532856,77.60839139551186,Pizza Place
545,Dharmaram College,12.93384145,77.6042030651392,Sri Ganesh Juice Center,12.93211020537393,77.60736406881219,Juice Bar
546,Dharmaram College,12.93384145,77.6042030651392,Taste of india,12.93541021813401,77.60749835229264,Indian Restaurant
547,Dharmaram College,12.93384145,77.6042030651392,Bake & Juice,12.931839177781447,77.6074167450606,Juice Bar
548,Dharmaram College,12.93384145,77.6042030651392,Dairy Circle,12.936667834462149,77.60145543734798,Road
549,Dharmaram College,12.93384145,77.6042030651392,Sreeraj Lassi Bar,12.931377814104724,77.60735287851492,Dessert Shop
550,Dharmaram College,12.93384145,77.6042030651392,Food Junction,12.931016086201073,77.60704514490503,Indian Restaurant
551,Dharmaram College,12.93384145,77.6042030651392,Bangalore Dairy,12.937247010026395,77.6020366472938,Dessert Shop
552,Dharmaram College,12.93384145,77.6042030651392,Ande	Ka Funda,12.930956026941233,77.60705820027914,Snack Place
553,Doddakallasandra,12.8857355,77.5557448,Shankara Art Foundation,12.884529220491936,77.55502052145634,Arts & Entertainment
554,Doddakallasandra,12.8857355,77.5557448,kolle adda,12.88546085357666,77.55221557617188,Snack Place
555,Electronics City,12.8468545,77.6769267,TCS Think Campus,12.847598224906433,77.6791380938702,Coworking Space
556,Electronics City,12.8468545,77.6769267,TCS Think Campus Ground,12.848343641377438,77.67926678752525,Basketball Court
557,Electronics City,12.8468545,77.6769267,Coffee Day Xpress,12.848826839267772,77.67894642513268,Café
558,Electronics City,12.8468545,77.6769267,"Mint-The Kitchen, Think Campus.",12.848941327230767,77.6789602817386,Vegetarian / Vegan Restaurant
559,Electronics City,12.8468545,77.6769267,Volga Food Court,12.850518578154235,77.67766680180114,Indian Restaurant
560,Electronics City,12.8468545,77.6769267,Foodies Express,12.847622629612248,77.68072608901532,Diner
561,Electronics City,12.8468545,77.6769267,Aastha,12.849795443905391,77.6793909072876,Indian Restaurant
562,Girinagar Bangalore,12.9401439,77.5444995,BDA Park,12.938279314347174,77.54292316329625,Soccer Field
563,Girinagar Bangalore,12.9401439,77.5444995,ME - MEAT & EAT,12.942985534667969,77.54580688476562,BBQ Joint
564,Girinagar Bangalore,12.9401439,77.5444995,Avalahalli BDA park,12.942815111074806,77.54244730379878,Park
565,Girinagar Bangalore,12.9401439,77.5444995,Lemon Tea Adda,12.943639002777354,77.54352778190015,Smoke Shop
566,Girinagar Bangalore,12.9401439,77.5444995,giri nagar chat,12.9422,77.5404,Bakery
567,Gottigere,12.8565317,77.5877237,Sweet Chariot,12.853581988866168,77.58832454681396,Dessert Shop
568,Gottigere,12.8565317,77.5877237,Uphara Banashree,12.853602317107171,77.58847326646982,Indian Restaurant
569,Gottigere,12.8565317,77.5877237,DMart Gottigere,12.853606,77.58863,Department Store
570,Gottigere,12.8565317,77.5877237,Just Punjabi,12.853514,77.588625,Indian Restaurant
571,HSR Layout,12.9116225,77.6388622,House of Commons,12.911993951538978,77.63893839495603,Pub
572,HSR Layout,12.9116225,77.6388622,Cream Stone,12.912336259572271,77.63858101632954,Ice Cream Shop
573,HSR Layout,12.9116225,77.6388622,Here & Now,12.913617873412562,77.63824265968887,Burger Joint
574,HSR Layout,12.9116225,77.6388622,Shree Sweets,12.914205804805183,77.6409858894298,Snack Place
575,HSR Layout,12.9116225,77.6388622,Once Upon A Flame,12.91192776488194,77.63805414341695,Steakhouse
576,HSR Layout,12.9116225,77.6388622,Calvins,12.912182357202179,77.6376609572448,Café
577,HSR Layout,12.9116225,77.6388622,Anjappar,12.914337555485753,77.63715891761294,Chettinad Restaurant
578,HSR Layout,12.9116225,77.6388622,The Punjabi Rasoi,12.911959008177734,77.63842481946776,Punjabi Restaurant
579,HSR Layout,12.9116225,77.6388622,Baskin Robbins,12.911906479727753,77.63827861415575,Ice Cream Shop
580,HSR Layout,12.9116225,77.6388622,Grapevine,12.909401610261101,77.63816757885431,Mediterranean Restaurant
581,HSR Layout,12.9116225,77.6388622,49ParanthaGali,12.912309452984541,77.63856948157061,North Indian Restaurant
582,HSR Layout,12.9116225,77.6388622,Drops Total Spirits,12.914411131760744,77.63827698264879,Liquor Store
583,HSR Layout,12.9116225,77.6388622,Café Coffee Day,12.909285707816219,77.63967275619507,Coffee Shop
584,HSR Layout,12.9116225,77.6388622,MK Ahmed Super Market,12.912461639989539,77.63671324617263,Department Store
585,HSR Layout,12.9116225,77.6388622,Cafe Coffee Day,12.912312,77.641245,Café
586,HSR Layout,12.9116225,77.6388622,Parika,12.912007744765054,77.63934474352479,Seafood Restaurant
587,HSR Layout,12.9116225,77.6388622,Subway,12.911947644973107,77.63810077808505,Sandwich Place
588,HSR Layout,12.9116225,77.6388622,Adyar Ananda Bhavan,12.913715219870335,77.63747899676768,Indian Restaurant
589,HSR Layout,12.9116225,77.6388622,The Moghul's,12.91228533379858,77.64207017111667,Indian Restaurant
590,HSR Layout,12.9116225,77.6388622,Jarokha,12.912202292767502,77.6379863475401,Indian Restaurant
591,HSR Layout,12.9116225,77.6388622,SAFA Fruits N Vegetables,12.913395287317098,77.63703918077869,Farmers Market
592,HSR Layout,12.9116225,77.6388622,Gold Bean,12.912273478307078,77.64085435241307,Café
593,HSR Layout,12.9116225,77.6388622,KFC,12.913271953232632,77.63821438065442,Fast Food Restaurant
594,HSR Layout,12.9116225,77.6388622,Bangalore Agarwal Bhavan,12.913228596735953,77.63526425747744,Snack Place
595,HSR Layout,12.9116225,77.6388622,The Deck,12.911831694909655,77.63884933401974,Lounge
596,HSR Layout,12.9116225,77.6388622,Pizza Hut,12.912318394247272,77.63784153282775,Pizza Place
597,HSR Layout,12.9116225,77.6388622,Mast Kalander,12.914779604874248,77.63812499435045,Indian Restaurant
598,HSR Layout,12.9116225,77.6388622,HSR Club,12.909721121545761,77.643044269923,General Entertainment
599,HSR Layout,12.9116225,77.6388622,Snap Fitness,12.911747293793638,77.63796599296153,Gym
600,HSR Layout,12.9116225,77.6388622,California Burrito,12.910343,77.637985,Mexican Restaurant
601,HSR Layout,12.9116225,77.6388622,Third Wave Coffee Roasters Hsr Layout,12.909977649585404,77.63801739355078,Coffee Shop
602,HSR Layout,12.9116225,77.6388622,Krispy Kreme,12.913560460777276,77.63825934724365,Donut Shop
603,HSR Layout,12.9116225,77.6388622,Krispy Kreme,12.913683211961677,77.63835133108009,Donut Shop
604,HSR Layout,12.9116225,77.6388622,CCD Lounge,12.914759939948436,77.63822926603812,Café
605,HSR Layout,12.9116225,77.6388622,Raghavendra Tiffins,12.91277686748263,77.63543472216188,Fast Food Restaurant
606,HSR Layout,12.9116225,77.6388622,Muziris,12.909894886948255,77.63531972929741,Indian Restaurant
607,HSR Layout,12.9116225,77.6388622,My Mark@ Marketing Freshness,12.912414165744904,77.64291682080407,Farmers Market
608,HSR Layout,12.9116225,77.6388622,Howrah Bridge,12.915284452256989,77.63653898754704,Bengali Restaurant
609,Hulimangala,12.8188956,77.6384041,Domino's Pizza,12.817,77.638,Pizza Place
610,"Hulimavu,Hulimavu",12.8773486,77.6028031,Axis Bank ATM,12.87658,77.6042,ATM
611,"Hulimavu,Hulimavu",12.8773486,77.6028031,Sports Alley,12.876764,77.60522,Badminton Court
612,"Hulimavu,Hulimavu",12.8773486,77.6028031,Hulimavu Lake,12.880224148487953,77.60375514036774,Lake
613,"Hulimavu,Hulimavu",12.8773486,77.6028031,Shoppers Stop,12.875724969099693,77.59925640740242,Department Store
614,J P Nagar,12.9094922,77.5967385573177,BBMP Park (Mini forest),12.908937451905127,77.5990885407604,Garden
615,J P Nagar,12.9094922,77.5967385573177,Barbeque Nation,12.906395763399892,77.59678089842397,Mediterranean Restaurant
616,J P Nagar,12.9094922,77.5967385573177,Spice Up,12.909331511894216,77.59326355528685,Diner
617,J P Nagar,12.9094922,77.5967385573177,MTR 1924,12.911735072257436,77.59911823577959,Indian Restaurant
618,J P Nagar,12.9094922,77.5967385573177,Gold's Gym,12.906512762429573,77.59683499252858,Gym
619,J P Nagar,12.9094922,77.5967385573177,Onesta,12.906054589592852,77.5969034484713,Italian Restaurant
620,J P Nagar,12.9094922,77.5967385573177,Au Bon Pain,12.906235476494805,77.59684801806942,Bakery
621,J P Nagar,12.9094922,77.5967385573177,Khaana Khazana,12.910674810990548,77.59320014944183,Indian Restaurant
622,J P Nagar,12.9094922,77.5967385573177,Chaitanya Cafe,12.906171781499367,77.59607135221005,Indian Restaurant
623,J P Nagar,12.9094922,77.5967385573177,Parkview,12.911358723314525,77.59888739000803,Indian Restaurant
624,J P Nagar,12.9094922,77.5967385573177,Kai Ruchi,12.910224553158669,77.59239090568211,Fast Food Restaurant
625,J P Nagar,12.9094922,77.5967385573177,Cuppa,12.911194993661297,77.59892626943575,Café
626,J P Nagar,12.9094922,77.5967385573177,Crosswords,12.907036370028083,77.59894917625519,Bookstore
627,J P Nagar,12.9094922,77.5967385573177,Daily Bread,12.906343263688303,77.59668972347181,Bakery
628,J P Nagar,12.9094922,77.5967385573177,Park View,12.911343881177432,77.59887878703218,Indian Restaurant
629,J P Nagar,12.9094922,77.5967385573177,K.C Das,12.906167388158964,77.59502515924234,Snack Place
630,J P Nagar,12.9094922,77.5967385573177,Shoppers Stop,12.912168219827283,77.60012710778368,Shopping Mall
631,J P Nagar,12.9094922,77.5967385573177,Domino's Pizza,12.906159358182618,77.59605412567997,Pizza Place
632,J P Nagar,12.9094922,77.5967385573177,Pizza Stop,12.905549777011688,77.59505880554599,Pizza Place
633,J P Nagar,12.9094922,77.5967385573177,Costa Coffee,12.906296118475582,77.59685589064095,Café
634,J P Nagar,12.9094922,77.5967385573177,Nakshatra Fine Dine Restaurant,12.906355306131598,77.59619000403073,Indian Restaurant
635,J P Nagar,12.9094922,77.5967385573177,Nandhana Palace,12.911478263515981,77.60008328969325,Indian Restaurant
636,J P Nagar,12.9094922,77.5967385573177,Papa John's,12.911838764812272,77.59993906250718,Pizza Place
637,J P Nagar,12.9094922,77.5967385573177,Punjabi Times,12.911884703129259,77.59996211601671,Indian Restaurant
638,J P Nagar,12.9094922,77.5967385573177,Juice Junction,12.905873,77.594984,Juice Bar
639,J P Nagar,12.9094922,77.5967385573177,Gelato Italiano,12.905467825011295,77.5950484749284,Ice Cream Shop
640,J P Nagar,12.9094922,77.5967385573177,Burger King,12.907294,77.600744,Fast Food Restaurant
641,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Hatti Kaapi,12.928539378635731,77.58175146901735,Coffee Shop
642,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Sapna Book House,12.93072912003569,77.58155446883902,Bookstore
643,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Maiya's,12.928602969980986,77.58182126835202,Indian Restaurant
644,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Kedias fun food,12.928878775709073,77.58167421142119,Indian Restaurant
645,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Sreeraj Lassi Bar,12.931345507094006,77.58350508292891,Juice Bar
646,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Hari Super Sandwich,12.932947240497668,77.5825363305544,Sandwich Place
647,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Pizza Hut,12.930832216670389,77.58319165978475,Pizza Place
648,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Golds Gym,12.932006072983302,77.58315334669344,Gym
649,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Cool Joint,12.928587078677822,77.58600576221922,Sandwich Place
650,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Lassi Park,12.932975110649434,77.58243058939671,Juice Bar
651,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Krazzy Folds,12.927194755270996,77.58610037137068,Mexican Restaurant
652,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Ganesh Darshan Restaurant,12.931056798538824,77.58389284982813,Indian Restaurant
653,"Jayanagar,Jayanagar West",12.9292731,77.5824229,"Subz,Cosmopolitan Club",12.93291219046311,77.58489731159852,Restaurant
654,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Once Upon a Rooftop,12.92543119416865,77.58366098334108,Restaurant
655,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Cane O La,12.928859733095232,77.58600936332793,Juice Bar
656,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Cakewala @ Jayanagar 4th Block,12.928969852923863,77.58602759341773,Bakery
657,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Flamenco,12.929357995152454,77.58161522085767,Café
658,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Sukh Sagar,12.928651966709431,77.58276518430387,Indian Restaurant
659,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Kuch Bhi,12.932769240811957,77.58355531997839,Indian Restaurant
660,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Rooftop Cafe,12.92900313506335,77.58601475308517,Café
661,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Anand Sweets,12.930690333029228,77.58098577651023,Indian Restaurant
662,"Jayanagar,Jayanagar West",12.9292731,77.5824229,1947,12.92764238042907,77.5862157482534,Indian Restaurant
663,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Hotel Nandhini,12.930591863331102,77.58139586927206,Hotel
664,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Caffe Pascucci,12.92724075344209,77.58623727743417,Café
665,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Meghana Foods,12.926236959366587,77.58458376327353,Indian Restaurant
666,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Nagarjuna,12.932892192361368,77.5840872366718,Andhra Restaurant
667,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Sichaun Court,12.92725563730102,77.58623108149611,Chinese Restaurant
668,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Subz,12.932917771567514,77.58510547851132,Indian Restaurant
669,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Roll Over,12.930757,77.58125,Dessert Shop
670,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Vasudev Adigas,12.930710544995497,77.58635878746956,Indian Restaurant
671,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Jayanagar 4th Block Complex,12.929481965020363,77.58443282089485,Shopping Plaza
672,"Jayanagar,Jayanagar West",12.9292731,77.5824229,"Barista, Jayanagr",12.927439554274295,77.58362531661987,Café
673,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Kalmane Koffee,12.929708702746252,77.58497446003176,Café
674,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Krispy Kreme,12.926934197854509,77.58623281364709,Donut Shop
675,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Max,12.931563036310646,77.5860292658942,Women's Store
676,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Canton Restaurant & Bar,12.932423420150648,77.58386669926558,Chinese Restaurant
677,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Hot Chips,12.928670169881807,77.58534874248336,Indian Restaurant
678,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Parivar Bar & Restaurant,12.92689268778721,77.58620430200305,Bar
679,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Cafe Coffee Day Lounge,12.927606864694344,77.58652210235596,Café
680,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Gufha,12.93330594366965,77.58334021458388,Indian Restaurant
681,"Jayanagar,Jayanagar West",12.9292731,77.5824229,La Casa,12.926091207050057,77.58485848212288,Gastropub
682,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Grill Square,12.926264211516623,77.58427955434296,BBQ Joint
683,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Brewmeister,12.926405272791483,77.58467628044113,Brewery
684,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Uphara Darshini,12.93288585884969,77.58449677838107,Indian Restaurant
685,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Burger King,12.928014573541478,77.58624040649727,Fast Food Restaurant
686,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Adigas,12.930707247393416,77.58639616714648,Indian Restaurant
687,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Cafe Coffee Day,12.926250934755545,77.58388914370578,Café
688,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Kanti Sweets,12.931030773686322,77.58606847879499,Candy Store
689,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Empire Jayanagar,12.932936432553435,77.58149723455745,Indian Restaurant
690,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Ganesh juice center,12.92884341922652,77.5850316218077,Juice Bar
691,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Chungs,12.932899371884742,77.58474641964841,Chinese Restaurant
692,"Jayanagar,Jayanagar West",12.9292731,77.5824229,KFC,12.926830065951558,77.58625817584782,Fast Food Restaurant
693,"Jayanagar,Jayanagar West",12.9292731,77.5824229,The Gowrav,12.93074391430447,77.58566379547119,Indian Restaurant
694,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Puma Store,12.929557760165238,77.58603894328941,Sporting Goods Shop
695,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Sri Krishna Sweets,12.929751637524822,77.58602215467161,Indian Restaurant
696,"Jayanagar,Jayanagar West",12.9292731,77.5824229,World of Titan,12.929647095906759,77.58604453949478,Accessories Store
697,"Jayanagar,Jayanagar West",12.9292731,77.5824229,Santrupti Chats and Condiments,12.933112573997368,77.58245171863364,Snack Place
698,"Jayanagar,Jayanagar West",12.9292731,77.5824229,aagaman,12.927749763426856,77.58615646354414,Buffet
699,"Jayanagar,Jayanagar West",12.9292731,77.5824229,"Floral Crafts, Jayanagar",12.926333535866146,77.58538978155136,Flower Shop
700,Kathriguppe,12.9309981,77.5545062,Kavali,12.928059087942644,77.55600974949745,Breakfast Spot
701,Kathriguppe,12.9309981,77.5545062,Adyar Ananda Bhavan,12.929355886378815,77.55216165222299,Fast Food Restaurant
702,Kathriguppe,12.9309981,77.5545062,Corner Adda,12.932192230333511,77.55107447757649,Smoke Shop
703,Kathriguppe,12.9309981,77.5545062,Chennammankere Achukattu BMTC Bus Stand,12.92817268812237,77.55704128714896,Bus Station
704,Konanakunte,12.88601785,77.5791413972707,Kabab Mahal,12.886661391039604,77.58206771732551,Indian Restaurant
705,Konanakunte,12.88601785,77.5791413972707,Kakal Kai Ruchi,12.887286630189234,77.58201623921916,Breakfast Spot
706,Konanakunte,12.88601785,77.5791413972707,Momo Jojo,12.88652,77.58224,Dumpling Restaurant
707,Konanakunte,12.88601785,77.5791413972707,Vinaya Coffee Moments,12.887901,77.58188,Café
708,Konanakunte,12.88601785,77.5791413972707,Kanti Sweets,12.888511315893954,77.58183611481654,Candy Store
709,Koramangala I Block,12.9274264,77.6310878067389,iService,12.926712798335737,77.63348489999771,Mobile Phone Shop
710,Koramangala I Block,12.9274264,77.6310878067389,A Cafe,12.929674561879544,77.63071686254017,Bakery
711,Koramangala I Block,12.9274264,77.6310878067389,Natural's,12.930501423492773,77.63305597605196,Ice Cream Shop
712,Koramangala I Block,12.9274264,77.6310878067389,Grand Mercure Bangalore,12.929069609168517,77.62789030973411,Hotel
713,Koramangala I Block,12.9274264,77.6310878067389,Cafe Terra,12.930026319709384,77.63313482112186,Café
714,Koramangala I Block,12.9274264,77.6310878067389,Cafe Thulp,12.928999018338589,77.63520752831894,Burger Joint
715,Koramangala I Block,12.9274264,77.6310878067389,Banjara Melting Pot,12.93132796851605,77.63282031545333,Indian Restaurant
716,Koramangala I Block,12.9274264,77.6310878067389,Sathya's,12.929161556238974,77.62904110741958,Hotel Bar
717,Koramangala I Block,12.9274264,77.6310878067389,By The Blue,12.929157543698361,77.62828007053234,Indian Restaurant
718,Koramangala I Block,12.9274264,77.6310878067389,Pingara,12.925159721161938,77.63352142661893,Indian Restaurant
719,Koramangala I Block,12.9274264,77.6310878067389,Spencers,12.927237982675095,77.63328627008747,Department Store
720,Koramangala I Block,12.9274264,77.6310878067389,154 breakfast club,12.929116371440736,77.62915894896055,Breakfast Spot
721,Koramangala I Block,12.9274264,77.6310878067389,The Beer Cafe,12.93134019964985,77.6330272082121,Bar
722,Koramangala I Block,12.9274264,77.6310878067389,Sri Vishnu Upahar,12.93014933884673,77.63367435611264,Indian Restaurant
723,Koramangala I Block,12.9274264,77.6310878067389,Udupi Upahar,12.925259684735545,77.63360289335553,Indian Restaurant
724,Koramangala I Block,12.9274264,77.6310878067389,Cafe Coffee Day,12.926393861608354,77.63338565826416,Café
725,Koramangala I Block,12.9274264,77.6310878067389,The Fat Fanny's Cafe,12.930471372121268,77.63303053993127,Café
726,Koramangala I Block,12.9274264,77.6310878067389,Lazeez Restaurant,12.929580061114583,77.63405731765897,Indian Restaurant
727,Koramangala I Block,12.9274264,77.6310878067389,12th Main Restaurant,12.928916567649734,77.6273066650608,Restaurant
728,Koramangala I Block,12.9274264,77.6310878067389,Bhukkad,12.930327318416849,77.63299547116678,Fast Food Restaurant
729,Koramangala I Block,12.9274264,77.6310878067389,Juicy,12.926305633081164,77.6334993018079,Dessert Shop
730,Koramangala I Block,12.9274264,77.6310878067389,Mustard Cafe,12.926868760106078,77.63342675070916,Café
731,Koramangala I Block,12.9274264,77.6310878067389,Bombay Dyeing,12.926198831824063,77.63346017397446,Furniture / Home Store
732,Koramangala I Block,12.9274264,77.6310878067389,Magnolia,12.926028865012546,77.63342095119002,Thai Restaurant
733,Koramangala I Block,12.9274264,77.6310878067389,Sheetal's Iyengar Bakery,12.928867777849975,77.62860684383773,Bakery
734,Koramangala I Block,12.9274264,77.6310878067389,Nilgiri's,12.930946485691315,77.63287474594573,Department Store
735,Koramangala I Block,12.9274264,77.6310878067389,Aishwarya Shopping Point,12.925178764774525,77.63360785155939,Department Store
736,Koramangala I Block,12.9274264,77.6310878067389,Roots Restaurant,12.929254070490376,77.63449188338745,Indian Restaurant
737,Kumaraswamy Layout,12.9068169,77.5635247362134,Tree Shade,12.90687039145804,77.56334272781385,Burger Joint
738,Kumaraswamy Layout,12.9068169,77.5635247362134,Polar Bear,12.908911705653743,77.56256005172379,Ice Cream Shop
739,Kumaraswamy Layout,12.9068169,77.5635247362134,Cafe Coffee Day,12.908553616213238,77.56617066882794,Café
740,Kumaraswamy Layout,12.9068169,77.5635247362134,Slv refreshment,12.905312892826212,77.56277312464276,Breakfast Spot
741,Kumaraswamy Layout,12.9068169,77.5635247362134,Njac,12.907779799559522,77.56321907043457,Café
742,Kumaraswamy Layout,12.9068169,77.5635247362134,Olive Era,12.907173768210908,77.56381422808472,Indian Restaurant
743,Kumaraswamy Layout,12.9068169,77.5635247362134,Cantonment Bread Omlette Wagon,12.90570484769151,77.56525272624198,Food Truck
744,Kumaraswamy Layout,12.9068169,77.5635247362134,Chai shop near bangalore airport,12.90570484769151,77.56525272624198,Food Truck
745,Kumaraswamy Layout,12.9068169,77.5635247362134,Kubra Classic,12.909579580325863,77.5645306808115,Diner
746,Kumaraswamy Layout,12.9068169,77.5635247362134,Eat & Drink,12.909602653478657,77.56483826362948,Indian Restaurant
747,Kumaraswamy Layout,12.9068169,77.5635247362134,Eat N Drink,12.909663910333798,77.56480036708764,Breakfast Spot
